Cluster	b1_WT_rep1	b1_WT_rep2	b2_WT_rep1	b1_clsy12	b2_clsy12	b1_clsy3	b2_clsy3	b1_clsy4	b2_clsy4	b1_clsy34	b2_clsy34	b1_pol_iv	b2_pol_iv	b1_rim22_3	b2_rim22_3	b2_rim22_2	b1_rim22_2
merged_4_4012609	2.03	2.08	1.3	0.42	0.04	2.03	1.98	2.57	0.91	2.43	1.66	0	0	6.48	3.01	0.99	2.03
merged_2_4400044	3.23	3.45	3.11	4.98	4.99	2.56	2.35	3.26	3.17	1.33	1.31	0.27	0.1	4.03	5.85	4.15	4.71
merged_5_3162247	11.66	11.8	9.66	0.29	1.3	21.21	17.91	9.78	14.22	22.8	17.81	0.48	0.18	8.89	8.27	8.4	14.29
merged_5_22673901	209.13	250.81	137.31	134.27	127.87	189.49	172.21	270.01	173.49	200.22	187.81	5.87	1.86	239.39	286.52	186.21	240.91
merged_1_25357626	8.83	7.12	5.52	0.07	0.33	11.82	6.38	7.94	3.43	15.82	8.19	0.49	0.05	11.09	9.37	6.18	7.93
merged_5_4781074	10.83	12.25	9.51	0.4	0.63	16.36	16.94	11.45	10.05	21.28	15.94	0.58	0.25	13.5	11.56	9.38	10.95
merged_3_7945241	54.92	39.14	21.29	2.1	0.6	87.63	63.6	63.25	34.1	141.1	93.03	1.88	0	56.57	40.74	33.62	44.3
merged_5_1897612	19.58	22.46	17.3	0	0.23	35.28	26.58	25.26	14.08	34.49	28.2	0.6	0.08	22	19.4	17.03	24.24
merged_3_14453862	2.23	2.09	2.37	2.36	2.95	1.82	1.63	1.51	1.63	1.36	0.79	0.08	0.02	3.32	3.55	2.07	4.13
merged_3_15228444	29.94	33.67	23.91	4.73	5.99	55.73	40.2	30.55	19.48	52.94	51.29	0.82	0.62	41.84	21.17	16.79	26.21
merged_1_1727121	20.73	22.17	27.43	23.95	21.32	22.83	40.18	21.17	23.69	31.76	47.23	93.9	54.94	16.77	19.9	8.31	24.89
merged_1_15815779	2.03	2.58	1.76	1.6	2.79	1.55	1.69	1.29	0.8	1.45	0.67	0	0	5.42	2.17	1.68	3.55
merged_1_7344271	23.64	28.02	14.4	0	0.3	59.42	35.54	40.85	19.68	69.88	42.11	0.78	0.15	40.88	21.55	21.13	31.05
merged_4_18481738	114.18	109.18	109.72	117.11	152.91	8.21	8.26	115.82	108.44	7.12	6.71	2.57	0.38	8.41	10.34	6.63	8.39
merged_4_3590371	3.02	3.26	2.56	3.1	3.17	2.26	2.25	1.92	1.83	1.14	0.96	0.09	0.04	4.26	4.6	3.58	4.59
merged_3_15080407	20.73	21.17	13.19	11.81	7.39	25.93	15.12	22.24	10.91	26.81	18.28	0.67	0.18	25.91	18.11	11.22	20.83
merged_3_11204608	11.37	12.67	6.91	1.79	1.82	14.9	10.41	13.75	7.5	26.72	17.29	0.75	0.28	16.4	9.67	6.51	11.7
merged_2_1293103	15.41	17.96	12.97	10.85	8.66	15	12.1	14.7	10.87	13.45	9.35	0.42	0.13	18.52	16.96	18.37	21.51
merged_1_23320780	16.17	15.72	16.08	2.22	0.76	41.93	27.07	8.99	3.4	31.77	20.96	0.14	0	36.22	18.34	17.5	24.68
merged_4_5553303	8.15	7.4	2.99	3.73	2.47	10.71	6.32	8.82	2.48	14.14	6.87	0.67	0.1	8.79	6.07	3.94	8.45
merged_2_16834356	14.56	13.68	6.77	2.56	2.72	20	11.92	15.56	8.86	18.38	13.37	0.46	0.1	36.26	36.96	31.29	49.53
merged_4_8144566	7.14	8.74	10.06	1.22	0	19.09	12.22	9.65	3.85	28.63	20.68	0.25	0	17.78	12.59	10.68	11.25
merged_1_18994615	5.8	5.76	4.63	0.41	0.39	38.77	33.1	129.71	73.32	122.59	64.1	2.22	0.78	16.16	0.78	4.92	7.85
merged_2_2365433	3.96	5.14	4.72	1.18	0.74	8.73	7.18	6.01	3.29	10.04	6.97	0.43	0	8.06	5.9	4.43	5.95
merged_1_4966097	64.34	68.81	49.05	50.85	70.85	24.46	19.72	82.38	52.03	28.34	14.73	2.3	0.4	14.54	11.51	11.9	13.47
merged_5_10923790	8.75	10.15	5.45	4.76	3.63	12.66	12.98	8.57	6.26	11.58	8.47	0.36	0.39	19.8	11.79	13.81	16.82
merged_2_455533	193.08	188.67	185.17	183.47	172.06	70.28	58.36	210.43	154.83	61.74	58.45	3.46	0.72	38.14	31.65	34.87	28.98
merged_3_11733208	2.31	2.34	1.86	2.83	1.95	4.14	2.89	1.17	0.99	2.26	1.28	0.03	0	3.35	1.86	2.55	4.39
merged_5_4855654	282.82	279.21	262.98	285.66	321.5	68.14	61.23	266.32	213.36	6.36	4.22	5.43	0.9	37.98	70.63	3.2	4.45
merged_1_17900555	4.65	4.23	1.47	0	0.16	6.66	3.14	4.58	1.49	8.85	4.88	0	0	7.34	6.07	3.26	6.2
merged_2_6012834	6.8	7.04	5.35	0.85	0.77	11.59	9.2	5.43	3.46	11.19	6.83	0.5	0.38	17.02	8.55	3.89	11.06
merged_1_18424568	22.99	39.77	35.15	0.56	2.5	77.76	97.5	56.45	55.22	106.35	97.77	1.85	0.18	44.58	60.94	44.75	35.98
merged_1_5358933	8.29	12.86	10.51	0.22	0.14	33.06	38.76	46.49	26.79	128.39	114.75	4.76	0.55	16.26	8.42	10.55	11.94
merged_3_10861597	30.73	41.9	19.74	0	0	54.46	49.84	44.75	20.6	132.94	93.48	1.3	0.33	35.63	49.32	29.88	39.93
merged_1_18271259	10.26	9.55	9.74	0.81	1.24	18.57	22.25	17.11	8.96	16.65	19.64	0.54	0.41	13.6	12.86	9.63	19.34
merged_2_7503806	19.84	14.07	14.15	6.4	1.47	34.44	25.88	14.02	9.51	27.54	17.78	1.18	0.14	29.26	25.45	10.54	18.55
merged_3_12329157	2.03	2.07	2.13	2.68	2.16	2.74	2.84	2.49	2.51	2.01	1.64	0.06	0.09	2.68	2.95	2.13	3.23
merged_4_6140357	23.49	17.83	14.74	0.87	1.04	29.64	25.31	19.45	12.98	28.01	24.53	0.09	0.14	37.1	21.97	10.18	17.02
merged_1_19246278	2.49	5.78	0.94	0.36	0	6.03	2.06	3.43	0.71	5.17	3.6	0	0	4.54	0	0.52	2.82
merged_3_16479698	57.9	64.21	36.36	0.39	0.37	124.45	80.72	101.51	53.82	170.12	126.84	3.23	1.84	88.35	41.51	41.55	69.67
merged_1_21448512	64.49	59.54	33.46	0.5	0.43	84.14	42.21	58.84	23.27	96.36	56.97	2.08	0.42	53.21	37.82	32.33	45.89
merged_4_9033883	53.2	48.2	45.66	2.45	1.16	92.18	63.53	98.88	46.65	226.8	133.34	5.8	0.76	101.31	72.04	38.57	63.7
merged_4_1515076	6.03	8.63	8.81	0.84	0.18	16.56	14.76	10.89	6.76	14.99	9.79	0.58	0.26	12.23	10.05	5.96	9.48
merged_3_15938484	5.67	5.48	7.46	0.2	0.38	8.49	10.65	5.68	4.57	8.37	9.85	0.5	0.13	8.38	4.28	5.89	7.22
merged_3_12270330	15.9	18.83	12.17	22.8	15.67	3.77	3.17	12.94	7.42	3.07	1.31	0.71	0.04	24.44	27.45	18.78	34.98
merged_1_11515912	28.05	34.12	65.77	1.3	1.44	89.17	105.02	87.06	100.98	175.76	244.77	2.68	1.83	61.02	97.06	33.54	37.49
merged_2_2732378	5.37	6.38	2.98	1.88	1.24	9.62	5.71	7.11	2.86	8.67	5.57	0.4	0.13	26.17	21.12	21.09	53.24
merged_Mt_265882	2.64	2.62	1.9	0.48	0.54	4.38	4.89	2.08	1.9	4.55	4.41	0.32	0.15	3.11	3.33	3.09	2.68
merged_4_13038163	27.07	27.05	26.28	0.8	1.02	43.2	29.65	22.33	13.48	26.49	20.46	1.89	0.14	36.29	31.4	16.15	20.34
merged_5_17795998	22.92	27.12	22.87	0.83	0.42	55.04	48.21	29.16	28.47	65.67	58.24	1.65	0	29.68	34.6	27.6	33.05
merged_3_12277644	5	5	3.45	7.14	4.83	8.59	5.2	1.04	0.67	1.7	0.78	0.06	0.05	5.24	4.23	2.58	7.33
merged_3_15561091	88.89	90.89	69.51	105.11	101.38	25.13	19.68	95.06	64.12	7	3.82	1.99	0.55	10.43	8.11	3.65	8.46
merged_1_193358	3.45	3.62	0.49	0	0.31	3.3	1.56	7.13	0.98	5.72	1.71	0.2	0	8.05	4.81	2.03	2.93
merged_5_10706340	16.28	18.98	17.54	35.47	33.02	7.06	5.91	6.29	7.27	0.74	0.64	0.22	0.08	24.9	28.95	28.49	35.89
merged_4_2171944	2.96	2.24	1.55	0.49	0.28	3.61	1.9	5.11	2.48	5.82	2.76	0.11	0.08	3.62	2.34	1.66	2.12
merged_3_18171844	5.03	5.55	3.46	0	0.3	15.36	12.84	7.55	5.08	11.46	8.47	1.18	0	13.34	7.26	4.18	15.44
merged_1_13148189	19.49	19	16.23	2.31	2.36	33.04	26.98	21.89	13.94	31.96	26.03	0.64	0.13	24.24	22.47	20.52	24.18
merged_4_5014447	2.62	2.63	1.21	0.95	1.03	2.06	2	1.19	1.4	2.12	1.98	0.11	0	2.33	2.8	1.98	2.54
merged_1_20125229	37.75	49.35	39.17	1.48	0.77	81.94	74.41	75.09	45.12	127.3	95.7	2.55	0.42	67.17	45.24	34.11	45.98
merged_2_7032525	53.42	55.23	15.78	1.98	0.78	85.79	32.13	63.93	12.14	101.76	35.63	2.04	0.15	62.24	29.87	15.95	56.13
merged_2_594087	97.02	122.6	109.21	2.31	2.11	190.72	192.6	117.51	110.4	221.27	213.14	3.69	1.35	160.08	206.53	116.71	97.41
merged_2_3734203	0.68	1.14	0.9	1.16	1	1.51	1.17	1.3	0.81	0.5	0.53	0	0	1.14	1.83	1.87	2.09
merged_3_15443560	3.3	1.57	2.96	2.46	0.73	4.96	3.41	2.27	1.72	2.39	2.58	0.04	0	1.92	2.73	2.22	4.17
merged_2_6896922	17.83	26.04	20.73	0.73	0.15	39.13	37.23	33.14	21.71	62.81	47.65	1.6	0.3	23.55	31.64	12.58	21.95
merged_2_4807894	7.03	6.24	5.92	6.19	5.61	7.72	7.08	5.9	4.72	5.71	4.9	0.24	0.09	6.83	6.97	7.35	7.79
merged_3_19157565	7.09	8.18	5.39	8.9	9.3	0.63	0.22	6.43	3.65	0	0	0.35	0	14.73	3.75	10.68	15.18
merged_4_6429333	20.71	20.82	8.7	5.88	3.48	36.36	23.56	17.69	5.59	30.94	14.43	0.48	0.43	23.73	13.32	10.6	22.58
merged_2_2518181	46.7	45.96	34.55	48.94	49.03	48.81	40.93	26.68	17.79	4.57	3.06	1.03	0.15	52.98	52.19	47.84	58.23
merged_3_18069078	26.56	26.08	15.72	8.65	9.46	42.88	29.74	12.36	7.54	26.98	21.48	1.41	0.49	39.25	32.53	43.82	52.05
merged_1_13119412	7.01	6.12	8.62	0	0.17	18.01	12.06	14.11	8.87	22.78	20.01	0.22	1.53	10.43	8.72	12.58	13.29
merged_1_26883277	3.28	5.26	3.5	4.14	3.66	3.7	2.65	4.02	3.53	1.61	2.43	0.49	0	5.77	4.97	4.52	6.7
merged_5_10808438	1.87	3.41	1.53	2.73	1.02	4.43	3.16	1.12	0.74	1.86	1.37	0	0.15	3.9	1.87	1.44	3.27
merged_4_4859278	1.89	2.7	1.58	2.5	1.78	3.4	2.44	1.78	1.14	2.84	1.68	0.04	0	2.53	2.03	1.32	2.33
merged_3_11726251	20.65	19.29	6.84	0.95	0.26	30.21	15.19	14.55	5.82	22.82	15.1	0.78	0	28.7	16.3	14.14	19.02
merged_1_3063507	61.98	57.86	48.01	0	0.9	117.5	112.68	80.78	57.05	149.61	130.59	5.47	0.3	72.09	65.45	62.53	50.7
merged_5_17617694	6.26	6.71	2.86	0.13	0.08	13.78	7.99	7.95	3.9	15.76	8.07	0.74	0.08	13.53	7.47	6.2	9.25
merged_3_5929313	29.26	33.5	24.88	6.21	5.19	58.14	45.76	34.08	19.68	60.84	46.93	1.26	0.86	40	26.7	27.58	38.56
merged_2_2738886	8.35	6.97	2.54	1.72	0.54	13.27	6.4	9.28	2.18	11.42	3.98	0	0	13.56	4.03	3.19	8.91
merged_4_8564791	22.02	15.92	7.35	0.35	0.22	22.43	13.23	22.04	8.34	35.23	15.23	0	0.65	26.7	19.67	16.6	17.99
merged_3_13333110	22.8	24.49	17.76	22.54	16.61	36.97	30.33	10.51	4.12	16.57	9.18	0.79	0.19	22.99	18.47	15.14	30.83
merged_3_16773102	5.42	4.78	1.19	0	0	12.64	7.59	9.26	2.91	19.07	10.75	0.21	0	9.65	3.21	3.25	5.69
merged_3_11784801	28.68	20.47	10.46	0	0.31	44.24	31.92	26.59	12.46	106.96	49.92	1.19	0.3	48.34	19.83	18.46	21.54
merged_1_13687482	7.29	7.72	3.76	1.07	1.24	9.07	4.32	4.07	2.13	3.88	1.35	0	0.11	7.39	3.77	4.67	9.49
merged_3_14534122	1.36	1.9	1.54	0.65	1.15	4.17	2.05	0.8	0.77	1.41	0.57	0	0	3.2	0.84	0.94	5.36
merged_1_23149220	8.41	8.2	5.51	1.46	1.6	19.1	10.5	17.75	12.53	32.5	25.96	1.2	0.73	11.86	10.7	5.38	9.04
merged_1_19268294	55.34	57.2	37.28	1.55	0.98	89.57	66.37	67.39	38.1	96.06	62.28	3.82	1.04	93.19	57.98	31.14	71.04
merged_2_4472086	25.84	26.17	15.95	8.28	14.27	35.69	27.93	29.68	19.65	25.69	26.27	0.48	0.24	29.58	20.01	7.28	14.49
merged_2_10660888	14.63	13.37	3.14	0.9	0	25.01	13.03	30.33	8.51	62.79	24.89	2.21	0	29.94	15.84	6.66	14.02
merged_5_15114031	5.24	4.31	4.07	1.7	1	10.16	6.44	5.1	2.81	4.49	3.37	0.1	0.08	11.87	5.38	2.94	8.64
merged_4_3353923	2.81	1.64	1.58	1.57	1.59	2.89	1.62	2.35	0.63	1.66	0.21	0.09	0.03	2.94	2.27	1.06	2.75
merged_3_12878274	5.33	5.02	2.18	6.64	4.12	4.32	3.42	3.39	2.11	0.5	0.09	0.11	0.09	6.06	4.72	5.03	12.68
merged_4_3711013	0.5	1.41	1.27	1.72	0.48	1.72	1.18	0.94	0.5	1.17	0.68	0	0.07	0.6	0.81	0.99	1.15
merged_2_6371662	6.8	7.59	5.81	6.01	4.77	5.36	4.93	4.32	2.26	3.74	1.56	0.26	0.06	14.74	11.99	10.85	16.26
merged_1_26170920	59.47	48.57	39.92	3.25	0	96.65	63.85	58.88	30.19	77.08	76.71	0	1.35	56.1	40.5	24.71	66.25
merged_5_13209310	3.93	4.7	3.35	0.47	0.41	7.46	6.32	5.41	3.07	8.89	5.41	0.04	0.09	7.3	7.34	3.95	5.98
merged_1_19316162	5.58	6.72	5.93	0.43	1.17	15.12	10.01	10.29	4.97	13.65	9.96	0.36	0	13.33	7.83	4.69	7.81
merged_2_5643594	6.22	8.06	11.68	0.44	0.56	22.37	20.55	26.07	14.72	41.72	36.75	0.73	0.14	18.03	20.68	16.15	14.32
merged_5_26258147	8.68	9.94	6.88	1.34	0.8	24.15	25.45	22.19	16.06	42.45	37.23	0.63	0.19	7.96	4.77	12.82	9.97
merged_3_17928452	26.93	27.28	15.61	0.66	0.65	51.99	29.89	34.62	16.62	62.73	39.77	1.7	0.6	31.22	18.68	16.66	30.28
merged_5_12718705	1.34	2.66	0.8	2.6	1.55	1.77	1.57	1.14	0.71	0.94	0.43	0.13	0	1.95	2.03	2.3	3.33
merged_1_5701495	10.69	9.97	6.17	0.22	1.33	14.17	11.43	11.89	5.78	14.65	8.37	0.64	0.62	12.65	9.32	7.28	9.8
merged_4_46938	5.19	4.54	2.4	0.85	1.41	7.05	5.13	4.81	1.95	6.9	4.85	0.16	0.06	5.99	3.9	2.94	6.83
merged_4_2553462	22.04	24.6	17.06	0.51	0.65	50.84	34.24	27.79	23.76	43.6	36.51	1.27	0.16	36.09	23.29	15.45	25.51
merged_1_13160689	43.71	24.77	7.08	0.23	0.15	51.95	16.49	33.83	12.26	80.31	18.63	0.96	0	46.58	21.67	21.56	37.48
merged_3_12507878	4.32	4.6	2.33	0.97	1.43	6.17	4.99	5.08	3.31	6.66	4.68	0.27	0.1	2.69	3.57	2.73	4.83
merged_2_16020620	10.1	8.32	6.13	0.58	1.64	15.51	11.22	10.19	6.88	11.64	6.98	0.32	0.3	17.98	12.02	7.08	13.71
merged_1_13707551	3.72	3.56	2.64	3.19	1.67	5.34	4.44	3.46	1.75	3.92	2.3	0.09	0.04	4.96	4.09	3.24	5.35
merged_5_18142069	13.24	14.25	10.56	2.65	2.38	24.51	21.27	10.72	7.13	4.1	3.52	0.18	0.12	18.64	16.71	8.84	16.19
merged_5_17610236	231.44	262.84	113.9	2.18	4.6	522.87	297.12	322.27	175.76	567.22	383.83	15.86	5.22	217.42	137.83	116.93	232.2
merged_4_5656555	3	5.16	1.69	1.54	1.52	4.13	3.97	1.8	1.02	1.24	1.41	0	0.43	8.74	6.4	6.07	11.64
merged_4_4862985	1.7	1.77	0.74	1.57	1.42	3.5	2.21	0.34	0.37	0.61	0.71	0	0.07	2.9	1.58	1.33	3.49
merged_2_345426	40.01	42.38	38.54	53.15	75.62	10.69	8.49	41.67	48.88	0.3	0.08	1.05	0.16	43.63	16.05	85.59	60.51
merged_5_10215939	3.61	3.32	2.71	3.52	2.21	3.61	3.03	3.02	1.44	1.29	1.12	0	0.07	7.5	4.44	4.63	7.86
merged_4_8404125	83.4	83.57	84.79	87.86	107.52	20.57	37.09	86.36	86.52	18.6	26.84	2.19	0.33	14.45	16.34	19.1	16.47
merged_4_4943606	4.53	4.89	1.48	1.02	0.52	4.55	4.83	3.94	1.35	7.41	3.23	0.17	0	7.48	4.75	3.37	4.28
merged_3_20486346	11.54	9.7	10.56	0.62	0.13	20.93	16.03	11.18	6.01	19.57	15.48	0.34	0.51	13.94	12.26	11.48	12.35
merged_4_3274014	5.91	6.34	5.77	8.36	8.45	4.18	4.21	5.78	5.31	1.18	0.84	0.19	0.04	6.94	10.86	6.95	8.35
merged_4_4558192	6.48	6.89	2.88	4.21	6.08	8.25	10.35	4.57	1.45	0.85	0.96	0.28	0.11	7.77	3.92	5.14	11.9
merged_3_11703050	6.05	6.43	3.79	2.89	2.66	9.64	7.19	5.09	2.27	8.33	4.79	0.25	0.03	8.33	7.05	3.99	7.56
merged_5_12702683	5.09	4.65	3.46	2.86	5.43	6.44	5.38	0.53	0.3	0.44	0.76	0	0	4.31	1.22	1.61	3.66
merged_5_15447030	12.52	12.49	26.12	0.42	0.79	24.72	32.68	9.28	16.35	19.21	30.46	0.57	0.61	16.42	12.45	12.84	19.56
merged_4_10167239	0.85	0.94	0.16	0	0.77	0	0	0	0.48	0	0	0	0	0.39	0.66	0.47	0.83
merged_4_11371717	4.96	4.74	3.39	0.45	0.45	7.54	4.75	3.89	2.42	5.51	4.21	0.19	0	6.68	4.38	4.05	6.47
merged_5_14880032	35.63	33.43	30.6	1.25	0.79	65.95	58.67	48.29	32.68	63.71	67.91	1.99	0.47	34.66	28.9	23.01	28.5
merged_1_19336233	7.12	7.75	7.15	2.44	1.65	12.29	11.11	7.98	5.87	11.56	10.7	0.29	0.1	8.41	8.61	6.88	8.14
merged_5_12517791	3.82	4.43	1.44	2.18	1.9	4.62	3.3	2.99	0.91	2.18	0.95	0.11	0	5.54	2.22	1.99	6.33
merged_5_12009083	18.89	17.83	17.56	26.01	26.61	13.14	15.32	18.05	16.18	2.01	1.43	0.62	0.08	17.73	31.06	17.95	23.9
merged_1_27514858	13.93	14.87	24.43	2.65	3.51	26.98	44.64	21.47	26.47	33.97	47.79	0.55	0.18	15.56	25.4	18.08	16.69
merged_2_3638909	7.03	6.77	7.2	10.42	9.89	6.15	5.17	6.15	7.03	1.63	1.22	0.18	0.1	8.12	11.86	7.38	8.82
merged_3_11817621	34.52	42.88	28.07	40.42	29.13	22.77	19.32	22.72	16.05	12.02	12.15	0.68	0.22	52.3	51.28	44.47	65.27
merged_2_6128732	55.85	59.64	50.9	1.03	1.04	108.74	77.42	67.82	36.76	115.16	77.71	2.71	1.41	55.26	44.03	33.96	55.77
merged_1_12896170	38.28	57.52	29.82	1.92	1.78	95.49	65.72	71.31	40.55	85.96	61.23	1.58	1.2	75.63	52.95	20.92	63.7
merged_1_11302551	6.52	6.71	5.68	0.73	0.53	11.07	9.6	8.59	5.5	13.85	10.84	0.22	0.09	8.17	8.41	6.79	8.03
merged_5_8081573	8.47	8.6	3.92	1.59	0.76	21.79	10.97	12.19	6.98	17.73	14.62	0.74	0.5	20.72	11.08	12.53	20.91
merged_1_11102098	10.18	9.53	8.66	0.99	0.84	16.31	17.15	11.32	9.32	19.65	17.56	0.14	0.17	15.79	13.72	9.07	12
merged_2_8077680	9.22	10.35	4.88	0	0.3	26.46	10.57	12.37	8.73	23.09	11.34	0.99	0.15	18.67	11.92	11.72	9.75
merged_2_2331939	23.96	18.98	12.93	4.63	1.65	27.71	20.98	19.75	12.65	24.22	25.48	1.67	0.18	14.5	12.6	10.37	18.73
merged_4_2118824	13.38	12.94	5.45	0.88	1.23	23.74	15.3	17.92	5.5	50.28	18.05	0	0.22	18.39	9.17	9.24	15.77
merged_3_16992922	123.95	123.38	170.24	5.27	4.45	225.33	284.73	192.98	190.85	303.7	329.89	13.01	1.64	207.52	208.59	113.2	150.47
merged_5_12662245	2.71	2.69	3.28	1.39	1.47	5.58	10.24	4.57	4.15	7.99	15.3	0.19	0.36	4.43	3.39	2.53	5.71
merged_1_20568964	81.65	79.99	125.13	1.37	1.85	180.81	232.76	115.65	154.13	180.47	293.2	3.67	3.85	92.27	140.44	86.29	84.4
merged_3_11955424	26.24	25.86	16.43	0.79	0.7	38.54	28.68	35.53	13.96	46.3	29.89	2.98	0.1	43.55	19.49	13.03	29.8
merged_2_4461489	2.92	3.19	2.22	2.43	2.45	4.57	3.75	2.58	1.8	3.7	2.49	0.1	0.06	4.15	3.56	3.1	4.18
merged_4_10189400	88.94	80.63	66.19	1.24	0.69	115.29	115.07	99.72	66.44	163.14	123.48	3.57	1.35	109.49	103.98	82.54	85.79
merged_5_9550986	54.76	52.17	10.85	0.52	0.33	68.48	11.11	195.1	46.14	384.84	180.43	15.29	0.32	45.56	41.59	53.25	36.17
merged_5_10554797	8.1	6.65	3.21	5.77	3.53	10.37	5.5	0.6	0.19	0.28	0.37	0.24	0.24	7.78	7.15	6.31	11.89
merged_5_16706120	8.02	10.61	7.91	5.58	2.45	19.78	18.37	8.78	7.69	16.82	12.03	0	0	9.46	9.77	11.31	10.04
merged_5_6701930	32.9	23.12	37.17	1.43	0.71	41.59	53	36.82	31.46	47.13	44.96	0.92	0.3	41.96	58.19	36.44	28.65
merged_2_11128790	10.54	13.03	13.22	1.49	1.58	18.26	20	9.33	10.98	19.65	19.55	0.41	0.16	13.14	16.38	9.42	12.01
merged_5_11254157	1.59	0.82	1.79	1.67	1.25	2.16	3.26	1.72	0.5	1.54	0.57	0	0	1.33	2.87	1.98	2.91
merged_2_3155759	18.76	20.49	29.69	0.51	1.45	35.48	51.37	25.25	33.66	25.91	58.18	1.05	0.16	31.07	36.74	14.6	17.75
merged_2_6148386	3.82	3.29	2.54	2.51	1.7	6.2	4.42	3.63	0.85	4.2	2.32	0.29	0.07	7.91	5.53	1.64	6.15
merged_2_6327655	168.79	191.64	112.79	1.42	1.8	376.64	188.6	257.09	115.61	475.16	199.73	11.68	0	228	168.1	105.18	161.24
merged_2_5164417	5.29	6.45	2.51	0.95	0.76	5.1	4.01	2.93	1.74	6.75	5.43	0.39	0.15	6.84	6.59	2.66	4.86
merged_5_15042028	10.32	22.57	16.16	2.25	0.47	29.79	26.32	23.23	13.81	41.96	28.4	0.49	0.47	24.93	23.77	17.66	20.35
merged_2_6029051	5.27	5.39	6.01	1.14	1.45	9.76	8.99	6.91	4.95	10.43	11.18	0.35	0.19	6.66	7.1	5.98	8.38
merged_1_24317393	40.98	43.84	30.78	0.59	0	76.15	48.45	41.26	31.42	89.98	53.04	1.2	0	48.68	47.36	49.22	38.73
merged_4_6342532	8.22	9.1	6.14	0.14	0.27	16.4	11.64	8.31	5.43	17.1	10.44	0.24	0.18	12.13	10.35	7.32	9.27
merged_1_14318548	5.99	4.41	4.99	4.76	5.45	6.72	5.76	4.62	3.9	2.83	2.23	0.21	0.02	7.8	8.18	4.88	6.96
merged_1_28993615	32.96	36.76	35.36	12.44	9.8	43.13	32.22	36.27	23.43	42.69	37.42	0.6	0.49	36.79	31.43	30.99	42.27
merged_4_3418198	12.23	16.02	13.86	1.15	1.31	14.17	16.6	11.91	11.91	18.13	16.08	0.57	0	18.07	21.89	15.19	17.34
merged_2_4097641	11.3	7.91	3.65	5.24	3.42	15.78	9.05	6.12	1.05	7.54	2.91	0	0.05	8.34	5.2	4.04	10.42
merged_3_17986218	11.91	13.28	5.65	1.48	1.11	28.01	18.08	16	7.39	25.13	18.32	0.88	0.25	14.43	10.25	6.51	15.88
merged_2_13904256	14.19	11.81	4.9	3.53	0.5	18.18	12.17	23.02	5.2	27.88	5.2	0.32	0	25.29	13.59	12.55	15.75
merged_1_16792291	18.86	14.59	13.17	1.14	0.58	36.11	18.07	26.71	9.2	53.65	25.44	2.44	0.14	40.76	20.2	14.78	20.99
merged_2_1620459	10.33	9.92	8.16	2.05	1.78	15.78	16.52	8.6	6.08	13.78	10.5	0.36	0.13	14.69	16.01	10.52	13.01
merged_1_19236243	5.45	5.46	1.65	0.3	0.27	6.09	3.75	3.88	1.79	7.73	3.9	0.05	0.07	12.68	4.64	3.28	7.73
merged_5_13069416	6.54	5.82	6.03	5.93	7.24	7.1	6.67	4.51	4.28	3.99	2.79	0.25	0.11	5.43	6.17	5.81	7.98
merged_4_2917296	1.47	2.22	1.22	2.72	2.04	2.11	2.52	1.83	1.2	0.91	0.6	0.03	0.15	2.04	2.34	1.41	2.49
merged_2_12833528	34.99	26.7	14.68	1.22	0	46.09	41.82	27.07	17.85	15.09	16.62	0.25	0	45.3	26.66	27.89	33.75
merged_1_22042549	86.98	96.07	57.13	5.75	4.15	113.93	91.69	83.39	51.96	102.05	78.48	2.28	1	88.07	72.54	45.56	67.08
merged_2_4355573	4.3	3.16	1.55	0.82	1.56	6.85	5.98	3.14	0.88	5.65	3.62	0	0	5.3	2.55	1.69	3.42
merged_1_22261028	93.4	86.85	76.36	1.2	1.71	175.23	163.47	134.33	85.15	246.43	196.34	3.38	1.12	128.3	109.99	100.99	101.26
merged_4_5422067	21.22	23.66	14.31	7.78	5.74	34.75	24.52	18.47	9.49	29.83	17.7	0.83	0.33	31.03	21.69	14.44	27.46
merged_1_13060527	25.7	26.57	29.34	0.79	0.25	48.72	41.76	38.23	20.2	65.6	42.6	1.13	0.61	34.12	34.06	24.12	33.26
merged_1_20187457	128.09	121.86	74.37	126.48	106.87	12.11	10.85	109.42	70.31	9.32	2.86	1.39	0.13	4.02	6.5	6.84	6.55
merged_1_16386889	4.83	4.67	4.42	1.54	1.34	7.47	7.19	5.17	4.03	7.57	8.3	0.28	0.01	4.94	5.78	4.83	5.91
merged_1_29611930	20.67	26.95	13.89	3.15	3.16	35.32	25.73	24.82	14.26	47.01	30	1.08	0.16	27.15	24.43	24.49	21.67
merged_5_11520845	0.71	0.6	0.51	1.43	1.36	0.69	0.64	0.43	0.8	0.36	0.42	0	0	1.32	0.66	0.43	1.65
merged_4_10171408	25.28	30.84	36.43	1.73	2.4	51.58	55.16	35.07	29.94	61.16	59.38	1.56	0.9	28.02	37.56	30.38	30.09
merged_3_21026236	23.11	27.12	9.74	0.83	1.58	46.73	31.15	24.49	11.25	42.74	33.22	0.55	0.73	24.11	16.31	17.91	28.06
merged_2_314581	77.68	93.85	94.03	2.21	5.08	142.82	130.99	106.81	73.14	148.58	156.24	2.43	0.66	95.97	119.68	107.81	110.22
